Keyword state	Keyword	Campaign	Ad group	Status	Max. CPC	Match Type	Clicks	Impressions	CTR	Avg. CPC	Cost	Avg. position	Quality score	Converted clicks	Cost / converted click	Click conversion rate	Click Assisted Conv.	Impr. Assisted Conv.	Search Impr. share	Search Exact match IS	Search Lost IS (rank)
paused	cheap van lease no deposit	Vans	No Deposit Van Leasing	campaign paused	auto: 2.78	Broad	0	0	0.00%	0	0	0	10	0	0	0.00%	0	0	 --	 --	 --
enabled	lease honda	Honda	Honda	campaign paused	0.69	Broad	0	0	0.00%	0	0	0	7	0	0	0.00%	0	0	 --	 --	 --
enabled	 +no +deposit +car +lease	No Deposit	No deposit	campaign paused	0.98	Broad	0	0	0.00%	0	0	0	9	0	0	0.00%	0	0	 --	 --	 --
enabled	volkswagen vans	VW Transporter	VW Caddy	campaign paused	0.59	Broad	0	0	0.00%	0	0	0	7	0	0	0.00%	0	0	 --	 --	 --
paused	no deposit lease	No Deposit Deals	No Deposit Deals	paused	0.99	Broad	131	958	13.67%	0.83	109.2	2.7	9	3	36.4	2.29%	2	3	38.09%	100.00%	6.64%
paused	lease ka	Ford KA	KA (1.2 Edge)	campaign paused	1	Broad	38	1366	2.78%	0.85	32.14	3.6	8	1	32.14	2.63%	0	0	76.83%	100.00%	21.43%
enabled	saab linear convertible	Saab	Saab Linear Convert	campaign paused	0.5	Broad	0	0	0.00%	0	0	0	9	0	0	0.00%	0	0	 --	 --	 --
enabled	lease Mercedes	Mercedes	Mercedes-Benz M	campaign paused	0.89	Broad	0	0	0.00%	0	0	0	7	0	0	0.00%	0	0	 --	 --	 --
paused	"""focus leasing"""	Ford	Ford Focus (1.6 TDCI)	campaign paused	0.89	Phrase	0	0	0.00%	0	0	0	5	0	0	0.00%	0	0	 --	 --	 --
enabled	Mercedes lease	Mercedes	Mercedes-Benz M	campaign paused	0.89	Broad	0	0	0.00%	0	0	0	7	0	0	0.00%	0	0	 --	 --	 --
enabled	"""leasing Renault Megane"""	Renault	Renault Megane	campaign paused	1	Phrase	0	0	0.00%	0	0	0	5	0	0	0.00%	0	0	 --	 --	 --
enabled	Subaru Impreza lease	Subaru Impreza	Subaru Impreza	campaign paused	0.69	Broad	0	0	0.00%	0	0	0	10	0	0	0.00%	0	0	 --	 --	 --
enabled	4x4 volvo	Volvo	Volvo XC90 D5	campaign paused	0.54	Broad	0	0	0.00%	0	0	0	10	0	0	0.00%	0	0	 --	 --	 --
paused	car vehicle leasing	Generic Vehicle Leasing	Vehicle Leasing	campaign paused	0.89	Broad	0	0	0.00%	0	0	0	7	0	0	0.00%	0	0	 --	 --	 --
enabled	"""leasing ford transit van"""	Ford Transit	Ford Transit	campaign paused	1.5	Phrase	0	0	0.00%	0	0	0	10	0	0	0.00%	0	0	 --	 --	 --
paused	matiz	Generic Vehicle Leasing	Vehicle Leasing	campaign paused	0.89	Broad	0	0	0.00%	0	0	0	3	0	0	0.00%	0	0	 --	 --	 --
enabled	frontier leasing	Generic Vehicle Leasing	Vehicle Leasing	campaign paused	1.3	Broad	0	0	0.00%	0	0	0	6	0	0	0.00%	0	0	 --	 --	 --
paused	vehicle leasing options	Generic Vehicle Leasing	Vehicle Leasing	campaign paused	0.89	Broad	0	0	0.00%	0	0	0	8	0	0	0.00%	0	0	 --	 --	 --
enabled	lease convertible astra	Vauxhall Astra (Petrol)	Vauxhall Astra Twin Top	campaign paused	0.5	Broad	0	0	0.00%	0	0	0	10	0	0	0.00%	0	0	 --	 --	 --
enabled	leasing a used car	Generic Car Leasing	Used Car Leasing	eligible	auto: 0.22	Broad	55	1272	4.32%	0.28	15.59	5.2	9	0	0	0.00%	0	2	24.63%	55.17%	49.05%
enabled	range rover Sport 3.6 TDV8 HSE	Range Rover	Range Rover Sport	campaign paused	0.5	Broad	0	0	0.00%	0	0	0	7	0	0	0.00%	0	0	 --	 --	 --
enabled	116 bmw leasing	BMW	BMW 1series	campaign paused	0.67	Broad	0	0	0.00%	0	0	0	3	0	0	0.00%	0	0	 --	 --	 --
enabled	dodge nitro lease	Dodge nitro	Dodge nitro	campaign paused	0.77	Broad	0	0	0.00%	0	0	0	10	0	0	0.00%	0	0	 --	 --	 --
enabled	Alfa Romeo Mito 1.4 leasing	Alfa Romeo	Alfa Romeo Mito	campaign paused	0.45	Broad	0	0	0.00%	0	0	0	9	0	0	0.00%	0	0	 --	 --	 --
enabled	bmw 120	BMW	BMW 1series	campaign paused	0.67	Broad	0	0	0.00%	0	0	0	5	0	0	0.00%	0	0	 --	 --	 --
enabled	Peugeot lease no deposit	Peugeot	Peugeot 107	eligible	0.79	Broad	4	79	5.06%	0.5	2	3.3	6	1	2	25.00%	0	0	95.18%	93.94%	4.82%
paused	lease Renault megane	Renault Megane	Megane CC	campaign paused	0.55	Broad	0	0	0.00%	0	0	0	8	0	0	0.00%	0	0	 --	 --	 --
paused	"""audi sport lease"""	Audi	Audi A3	paused	0.65	Phrase	0	0	0.00%	0	0	0	7	0	0	0.00%	0	0	 --	 --	 --
enabled	lease twin top astra	Vauxhall Astra (Petrol)	Vauxhall Astra Twin Top	campaign paused	0.5	Broad	0	0	0.00%	0	0	0	10	0	0	0.00%	0	0	 --	 --	 --
paused	vehicle leasing uk	Generic Vehicle Leasing	Vehicle Leasing	campaign paused	0.89	Broad	0	0	0.00%	0	0	0	9	0	0	0.00%	0	0	 --	 --	 --
paused	hippo vehicle lease	No Deposit Deals	No Deposit Deals	paused	0.99	Broad	0	0	0.00%	0	0	0	10	0	0	0.00%	0	0	 --	 --	 --
paused	fiat punto lease	Fiat Punto	Fiat Punto	paused	0.6	Broad	0	0	0.00%	0	0	0	10	0	0	0.00%	0	0	 --	 --	 --
enabled	hippo lease	Hippo Leasing	Hippo Leasing (Generic)	eligible	0.98	Broad	402	1787	22.50%	0.2	78.77	1.7	10	16	4.92	3.98%	6	11	72.38%	90.68%	22.20%
paused	leasing Fiat Punto	Fiat Punto	Fiat Punto	paused	0.89	Broad	36	597	6.03%	0.7	25.25	2.7	6	0	0	0.00%	1	0	87.81%	100.00%	12.19%
paused	transporter	VW Transporter	VW Commercial	campaign paused	0.56	Broad	0	0	0.00%	0	0	0	7	0	0	0.00%	0	0	 --	 --	 --
enabled	range rover leases	RangeRover	2.7 TDV6 HSE	campaign paused	0.55	Broad	0	0	0.00%	0	0	0	9	0	0	0.00%	0	0	 --	 --	 --
enabled	[lease seat ibiza]	Seat	Seat Ibiza	campaign paused	auto: 12.00	Exact	13	60	21.67%	3.05	39.7	1.4	7	0	0	0.00%	0	0	61.86%	61.86%	0.00%
enabled	Volkswagen transporter	VW Transporter	VW Commercial	campaign paused	0.56	Broad	0	0	0.00%	0	0	0	7	0	0	0.00%	0	0	 --	 --	 --
enabled	used car leasing deals	Generic Car Leasing	Used Car Leasing	eligible	auto: 0.22	Broad	454	19614	2.31%	0.28	127.81	6.1	8	5	25.56	1.10%	1	21	23.31%	39.29%	64.44%
enabled	[seat ibiza lease]	Seat	Seat Ibiza	campaign paused	auto: 12.00	Exact	64	403	15.88%	3.72	237.77	1.7	6	2	118.88	3.12%	0	0	77.06%	77.06%	0.00%
paused	cars on lease no deposit	No Deposit Deals	No Deposit Deals	paused	0.99	Broad	0	0	0.00%	0	0	0	9	0	0	0.00%	0	0	 --	 --	 --
enabled	leasing range rover	RangeRover	2.7 TDV6 S	campaign paused	0.55	Broad	0	0	0.00%	0	0	0	9	0	0	0.00%	0	0	 --	 --	 --
paused	"""leasing audi a4"""	Audi	Audi A3	paused	0.99	Phrase	0	0	0.00%	0	0	0	6	0	0	0.00%	0	0	 --	 --	 --
enabled	"""leasing transit van"""	Ford Transit	Ford Transit	campaign paused	1.29	Phrase	0	0	0.00%	0	0	0	10	0	0	0.00%	0	0	 --	 --	 --
enabled	Citroen C2 leasing	CitroenC2	CitroenC2	campaign paused	0.45	Broad	0	0	0.00%	0	0	0	7	0	0	0.00%	0	0	 --	 --	 --
enabled	"""ford ka lease"""	Ford KA	KA (1.2 Edge)	campaign paused	1	Phrase	80	905	8.84%	0.82	65.25	2.9	8	1	65.25	1.25%	0	3	90.05%	93.01%	9.25%
enabled	clio lease	Renault	Renault Clio	campaign paused	0.89	Broad	0	0	0.00%	0	0	0	8	0	0	0.00%	0	0	 --	 --	 --
paused	small deposit leasing	No Deposit Deals	No Deposit Deals	paused	0.99	Broad	0	0	0.00%	0	0	0	10	0	0	0.00%	0	0	 --	 --	 --
paused	clio leasing	Renault	Renault Clio	campaign paused	0.89	Broad	0	0	0.00%	0	0	0	10	0	0	0.00%	0	0	 --	 --	 --
enabled	nissan juke lease	Nissan	Nissan Duke	campaign paused	1.4	Broad	0	0	0.00%	0	0	0	6	0	0	0.00%	0	0	 --	 --	 --
paused	mini cooper lease	Mini	Mini Cooper	campaign paused	0.75	Broad	0	0	0.00%	0	0	0	10	0	0	0.00%	0	0	 --	 --	 --
paused	student car lease	Chevrolet	Cherolet Spark	campaign paused	0.59	Broad	0	0	0.00%	0	0	0	6	0	0	0.00%	0	0	 --	 --	 --
enabled	seat dynamique	GRANDE SCENIC	GRANDE SCENIC	campaign paused	0.65	Broad	0	0	0.00%	0	0	0	4	0	0	0.00%	0	0	 --	 --	 --
enabled	renault scenic lease	Renault Grand Scenic	Renault Grand Scenic	campaign paused	0.89	Broad	0	0	0.00%	0	0	0	8	0	0	0.00%	0	0	 --	 --	 --
paused	Volkswagen Golf	VW	VW Golf	campaign paused	0.87	Broad	0	0	0.00%	0	0	0	7	0	0	0.00%	0	0	 --	 --	 --
enabled	"""cheap lease juke"""	Nissan	Nissan Duke	campaign paused	0.89	Phrase	0	0	0.00%	0	0	0	8	0	0	0.00%	0	0	 --	 --	 --
enabled	"""vehicle leasing bad credit"""	Bad Credit Leasing	Bad Credit	eligible	1.3	Phrase	19	100	19.00%	1.12	21.34	3	10	4	5.34	21.05%	0	1	85.47%	85.71%	5.98%
enabled	"""bad credit car lease"""	Bad Credit Leasing	Bad Credit	eligible	1.2	Phrase	144	1235	11.66%	1.14	163.5	3.9	10	13	12.58	9.03%	3	11	56.65%	58.58%	32.11%
enabled	used car lease	Generic Car Leasing	Used Car Leasing	eligible	auto: 0.22	Broad	432	18151	2.38%	0.24	101.55	5.3	10	4	25.39	0.93%	3	8	< 10%	51.94%	87.69%
removed	cheapest car lease deals no deposit	No Deposit Deals	No Deposit Deals	removed	 --	Broad	250	1123	22.26%	0.85	212.19	1.7	0	9	23.58	3.60%	2	3	82.39%	57.89%	1.84%
enabled	"""lease small car"""	Toyota	Toyota Aygo Blue	campaign paused	1	Phrase	0	0	0.00%	0	0	0	8	0	0	0.00%	0	0	 --	 --	 --
enabled	"""lease a ford focus"""	Ford	Ford Focus (1.6 TDCI)	campaign paused	1.75	Phrase	0	0	0.00%	0	0	0	7	0	0	0.00%	0	0	 --	 --	 --
paused	vw transporter	VW Transporter	VW Commercial	campaign paused	0.56	Broad	0	0	0.00%	0	0	0	7	0	0	0.00%	0	0	 --	 --	 --
paused	Renault convertible deals	Renault Megane	Megane CC	campaign paused	0.55	Broad	0	0	0.00%	0	0	0	9	0	0	0.00%	0	0	 --	 --	 --
enabled	lease a porsche	Porsche	Porsche Boxster	campaign paused	0.89	Broad	0	0	0.00%	0	0	0	6	0	0	0.00%	0	0	 --	 --	 --
enabled	lease ford tansit	Ford Transit	Ford Transit	campaign paused	1.12	Broad	0	0	0.00%	0	0	0	10	0	0	0.00%	0	0	 --	 --	 --
enabled	leasing Hyundai	Hyundai	Hyundia i30 (1.4 Active)	campaign paused	0.69	Broad	0	0	0.00%	0	0	0	6	0	0	0.00%	0	0	 --	 --	 --
enabled	lease corsa no deposit	Vauxhall Corsa	Corsa No deposit	campaign paused	0.99	Broad	228	1780	12.81%	0.66	149.92	2.5	10	3	49.97	1.32%	2	4	82.41%	 --	4.26%
enabled	"""ford ka leasing"""	Ford KA	KA (1.2 Edge)	campaign paused	0.9	Phrase	5	58	8.62%	0.87	4.34	4.7	6	0	0	0.00%	0	0	84.06%	94.44%	15.94%
paused	Renault megane convertible lease	Renault Megane	Megane CC	campaign paused	0.55	Broad	0	0	0.00%	0	0	0	10	0	0	0.00%	0	0	 --	 --	 --
paused	lease work van	Vans	Peugeot Van (Partner)	campaign paused	auto: 2.78	Broad	0	0	0.00%	0	0	0	7	0	0	0.00%	0	0	 --	 --	 --
enabled	"""Hyundai leasing"""	Hyundai	Hyundia i30 (1.4 Active)	campaign paused	0.69	Phrase	0	0	0.00%	0	0	0	5	0	0	0.00%	0	0	 --	 --	 --
enabled	leasing a porsche	Porsche	Porsche Boxster	campaign paused	0.89	Broad	0	0	0.00%	0	0	0	9	0	0	0.00%	0	0	 --	 --	 --
paused	leasing a fiat	Fiat Punto	Fiat Punto	paused	1	Broad	0	0	0.00%	0	0	0	7	0	0	0.00%	0	0	 --	 --	 --
paused	"""cheap car leasing no deposit"""	No Deposit Deals	No Deposit Deals	paused	0.99	Phrase	0	0	0.00%	0	0	0	9	0	0	0.00%	0	0	 --	 --	 --
enabled	Renault megane lease	Renault Megane	Megane CC	campaign paused	0.55	Broad	0	0	0.00%	0	0	0	8	0	0	0.00%	0	0	 --	 --	 --
enabled	Chrysler Sebring lease	Chrysler Sebring	Chrysler	campaign paused	0.68	Broad	0	0	0.00%	0	0	0	10	0	0	0.00%	0	0	 --	 --	 --
paused	"""leasing van"""	Vans	Peugeot Van (Partner)	campaign paused	auto: 1.30	Phrase	0	0	0.00%	0	0	0	5	0	0	0.00%	0	0	 --	 --	 --
enabled	leasing toyota aygo	Toyota	Toyota Aygo Blue	campaign paused	0.9	Broad	0	0	0.00%	0	0	0	6	0	0	0.00%	0	0	 --	 --	 --
paused	Renault convertible leasing deals	Renault Megane	Megane CC	campaign paused	0.55	Broad	0	0	0.00%	0	0	0	10	0	0	0.00%	0	0	 --	 --	 --
enabled	"""lease cheap insignia"""	Vauxhall	Vauxhall Insignia (Petrol)	low search volume	0.99	Phrase	0	0	0.00%	0	0	0	10	0	0	0.00%	0	0	 --	 --	 --
paused	car leasing prices	Generic Car Leasing	Car leasing	paused	auto: 0.89	Broad	0	0	0.00%	0	0	0	9	0	0	0.00%	0	0	 --	 --	 --
paused	car leasing companies uk	Hippo Leasing	Hippo Leasing (Generic)	paused	0.98	Broad	0	0	0.00%	0	0	0	9	0	0	0.00%	0	0	 --	 --	 --
enabled	lease Tiguan	Volkswagen Tiguan	Volkswagen Tiguan	campaign paused	0.5	Broad	0	0	0.00%	0	0	0	10	0	0	0.00%	0	0	 --	 --	 --
enabled	volvo leasing	Volvo	Volvo XC90 D5	campaign paused	0.54	Broad	0	0	0.00%	0	0	0	10	0	0	0.00%	0	0	 --	 --	 --
paused	car leasing new	Generic Car Leasing	Car leasing	paused	auto: 0.99	Broad	0	0	0.00%	0	0	0	9	0	0	0.00%	0	0	 --	 --	 --
enabled	Jaguar leasing	Jaguar	Jaguar Premium Luxury	campaign paused	0.45	Broad	0	0	0.00%	0	0	0	10	0	0	0.00%	0	0	 --	 --	 --
paused	cheap lease deal	Toyota	Toyota Aygo Blue	campaign paused	0.45	Broad	0	0	0.00%	0	0	0	7	0	0	0.00%	0	0	 --	 --	 --
enabled	 +chevrolet +spark +lease	Chevrolet	Cherolet Spark	campaign paused	0.59	Broad	0	0	0.00%	0	0	0	8	0	0	0.00%	0	0	 --	 --	 --
paused	contract hire fiat	Fiat Punto	Fiat Punto	paused	0.55	Broad	0	0	0.00%	0	0	0	7	0	0	0.00%	0	0	 --	 --	 --
paused	hippo leasing	Generic Vehicle Leasing	Vehicle Leasing	campaign paused	0.89	Broad	0	0	0.00%	0	0	0	8	0	0	0.00%	0	0	 --	 --	 --
enabled	leasing peugeot 308	Peugeot 207	Peugeot 308	campaign paused	0.56	Broad	0	0	0.00%	0	0	0	7	0	0	0.00%	0	0	 --	 --	 --
paused	[vauxhall insignia]	Vauxhall	Vauxhall Insignia (Petrol)	paused	0.69	Exact	0	0	0.00%	0	0	0	5	0	0	0.00%	0	0	 --	 --	 --
enabled	[no deposit van leasing]	Vans	No Deposit Van Leasing	campaign paused	auto: 2.78	Exact	0	0	0.00%	0	0	0	9	0	0	0.00%	0	0	 --	 --	 --
paused	"""cheap car leasing"""	Generic Car Leasing	Car leasing	paused	auto: 0.99	Phrase	8	26	30.77%	0.76	6.07	1.7	9	0	0	0.00%	0	0	< 10%	< 10%	0.00%
enabled	leasing car quote	Personal Leasing Quotes	Quick Leasing Quote (Generic)	eligible	1.3	Broad	34	1398	2.43%	1.03	34.92	2.5	7	1	34.92	2.94%	0	1	11.71%	< 10%	5.97%
enabled	nissan juke lease deal	Nissan	Nissan Duke	campaign paused	1.01	Broad	0	0	0.00%	0	0	0	5	0	0	0.00%	0	0	 --	 --	 --
enabled	hyundai i30 lease	Hyundai	Hyundia i30 (1.4 Active)	campaign paused	0.78	Broad	0	0	0.00%	0	0	0	9	0	0	0.00%	0	0	 --	 --	 --
paused	cheap insignia lease	Vauxhall	Vauxhall Insignia (Petrol)	paused	1.1	Broad	0	0	0.00%	0	0	0	8	0	0	0.00%	0	0	 --	 --	 --
enabled	hyundai i30	Hyundai	Hyundia i30 (1.4 Active)	campaign paused	0.69	Broad	0	0	0.00%	0	0	0	8	0	0	0.00%	0	0	 --	 --	 --
paused	national vehicle leasing	Generic Vehicle Leasing	Vehicle Leasing	campaign paused	0.89	Broad	0	0	0.00%	0	0	0	7	0	0	0.00%	0	0	 --	 --	 --
enabled	in stock car lease deals	Bad Credit Leasing	Quick Cars	eligible	0.35	Broad	41	295	13.90%	0.29	11.88	3.2	9	2	5.94	4.88%	0	1	65.70%	36.84%	16.04%
enabled	leasing range rover	RangeRover	2.7 TDV6 HSE	campaign paused	0.55	Broad	0	0	0.00%	0	0	0	10	0	0	0.00%	0	0	 --	 --	 --
paused	leasing a car	Generic Vehicle Leasing	Vehicle Leasing	campaign paused	0.89	Broad	0	0	0.00%	0	0	0	10	0	0	0.00%	0	0	 --	 --	 --
paused	vehicle leasing	Generic Vehicle Leasing	Vehicle Leasing	campaign paused	0.89	Broad	0	0	0.00%	0	0	0	7	0	0	0.00%	0	0	 --	 --	 --
enabled	Lease Peugeot	Peugeot 207	Peugeot 207	campaign paused	0.5	Broad	0	0	0.00%	0	0	0	7	0	0	0.00%	0	0	 --	 --	 --
enabled	renault seat dynamique	GRANDE SCENIC	GRANDE SCENIC	campaign paused	0.65	Broad	0	0	0.00%	0	0	0	3	0	0	0.00%	0	0	 --	 --	 --
enabled	dodge nitro	Dodge nitro	Dodge nitro	campaign paused	0.77	Broad	0	0	0.00%	0	0	0	7	0	0	0.00%	0	0	 --	 --	 --
enabled	"""lease short term"""	Short term leasing	Short term leasing	campaign paused	0.98	Phrase	0	0	0.00%	0	0	0	8	0	0	0.00%	0	0	 --	 --	 --
enabled	 +no +deposit +chevrolet +spark	Chevrolet	Cherolet Spark	campaign paused	0.59	Broad	0	0	0.00%	0	0	0	8	0	0	0.00%	0	0	 --	 --	 --
enabled	Chrysler Sebring	Chrysler Sebring	Chrysler	campaign paused	0.68	Broad	0	0	0.00%	0	0	0	7	0	0	0.00%	0	0	 --	 --	 --
paused	contract vehicle leasing	Generic Vehicle Leasing	Vehicle Leasing	campaign paused	0.89	Broad	0	0	0.00%	0	0	0	8	0	0	0.00%	0	0	 --	 --	 --
paused	Diesel Ford Focus Lease	Ford	Ford Focus (1.6 TDCI)	campaign paused	1.75	Broad	0	0	0.00%	0	0	0	7	0	0	0.00%	0	0	 --	 --	 --
enabled	leasing dodge nitro	Dodge nitro	Dodge nitro	campaign paused	0.77	Broad	0	0	0.00%	0	0	0	10	0	0	0.00%	0	0	 --	 --	 --
enabled	range rover leasing	RangeRover	2.7 TDV6 HSE	campaign paused	0.55	Broad	0	0	0.00%	0	0	0	10	0	0	0.00%	0	0	 --	 --	 --
enabled	Alfa Romeo Mito lease	Alfa Romeo	Alfa Romeo Mito	campaign paused	0.45	Broad	0	0	0.00%	0	0	0	9	0	0	0.00%	0	0	 --	 --	 --
enabled	"""cheap van lease deals"""	Vans	No Deposit Van Leasing	campaign paused	auto: 2.78	Phrase	0	0	0.00%	0	0	0	9	0	0	0.00%	0	0	 --	 --	 --
paused	vehicle leasing deals	Generic Vehicle Leasing	Vehicle Leasing	campaign paused	0.89	Broad	0	0	0.00%	0	0	0	7	0	0	0.00%	0	0	 --	 --	 --
paused	[van lease]	Vans	Peugeot Van (Partner)	campaign paused	auto: 2.00	Exact	0	0	0.00%	0	0	0	7	0	0	0.00%	0	0	 --	 --	 --
paused	chevrolet matiz	Generic Vehicle Leasing	Vehicle Leasing	campaign paused	0.89	Broad	0	0	0.00%	0	0	0	2	0	0	0.00%	0	0	 --	 --	 --
enabled	honda lease	Honda	Honda	campaign paused	0.69	Broad	0	0	0.00%	0	0	0	7	0	0	0.00%	0	0	 --	 --	 --
enabled	Volvo XC90 D5	Volvo	Volvo XC90 D5	campaign paused	0.54	Broad	0	0	0.00%	0	0	0	10	0	0	0.00%	0	0	 --	 --	 --
enabled	lease peugeot 308	Peugeot 207	Peugeot 308	campaign paused	0.56	Broad	0	0	0.00%	0	0	0	7	0	0	0.00%	0	0	 --	 --	 --
paused	motor vehicle lease	Generic Vehicle Leasing	Vehicle Leasing	campaign paused	0.89	Broad	0	0	0.00%	0	0	0	7	0	0	0.00%	0	0	 --	 --	 --
paused	lease chev	Generic Vehicle Leasing	Vehicle Leasing	campaign paused	0.89	Broad	0	0	0.00%	0	0	0	7	0	0	0.00%	0	0	 --	 --	 --
enabled	Volkswagen Tiguan leasing	Volkswagen Tiguan	Volkswagen Tiguan	campaign paused	0.5	Broad	0	0	0.00%	0	0	0	8	0	0	0.00%	0	0	 --	 --	 --
paused	ex fleet car lease	New 2 You	New 2 You (Generic)	campaign paused	1	Broad	0	0	0.00%	0	0	0	7	0	0	0.00%	0	0	 --	 --	 --
enabled	lease 12 months	Short term leasing	Short term leasing	campaign paused	0.98	Broad	0	0	0.00%	0	0	0	10	0	0	0.00%	0	0	 --	 --	 --
enabled	hyundai lease offers	Hyundai	Hyundia i30 (1.4 Active)	campaign paused	0.69	Broad	0	0	0.00%	0	0	0	6	0	0	0.00%	0	0	 --	 --	 --
enabled	saab convertible lease	Saab	Saab Linear Convert	campaign paused	0.5	Broad	0	0	0.00%	0	0	0	9	0	0	0.00%	0	0	 --	 --	 --
enabled	"""lease no deposit"""	No Deposit Deals	No Deposit Deals	eligible	0.99	Phrase	240	1032	23.26%	0.8	192.39	1.9	10	6	32.06	2.50%	1	2	92.06%	100.00%	1.43%
enabled	lease dodge nitro	Dodge nitro	Dodge nitro	campaign paused	0.77	Broad	0	0	0.00%	0	0	0	10	0	0	0.00%	0	0	 --	 --	 --
paused	uk car lease deals	Hippo Leasing	Hippo Leasing (Generic)	paused	0.98	Broad	0	0	0.00%	0	0	0	8	0	0	0.00%	0	0	 --	 --	 --
enabled	leasing convertible	Saab	Saab Linear Convert	campaign paused	0.5	Broad	0	0	0.00%	0	0	0	9	0	0	0.00%	0	0	 --	 --	 --
enabled	lease bmw 120	BMW	BMW 1series	campaign paused	0.67	Broad	0	0	0.00%	0	0	0	7	0	0	0.00%	0	0	 --	 --	 --
enabled	astin martin lease	Astin Martin	Aston Martin Vantage	campaign paused	0.89	Broad	0	0	0.00%	0	0	0	7	0	0	0.00%	0	0	 --	 --	 --
enabled	"""van leasing no deposit"""	Vans	No Deposit Van Leasing	campaign paused	auto: 2.78	Phrase	0	0	0.00%	0	0	0	9	0	0	0.00%	0	0	 --	 --	 --
paused	0 deposit car lease	No Deposit Deals	No Deposit Deals	paused	0.99	Broad	0	0	0.00%	0	0	0	10	0	0	0.00%	0	0	 --	 --	 --
paused	cars on lease uk	Hippo Leasing	Hippo Leasing (Generic)	paused	0.98	Broad	0	0	0.00%	0	0	0	9	0	0	0.00%	0	0	 --	 --	 --
enabled	leasing megane	Renault Megane	Megane CC	campaign paused	0.55	Broad	0	0	0.00%	0	0	0	8	0	0	0.00%	0	0	 --	 --	 --
enabled	"""car leasing with bad credit"""	Bad Credit Leasing	Bad Credit	eligible	1.2	Phrase	117	1217	9.61%	1.04	121.27	3.7	10	11	11.02	9.40%	1	4	55.32%	55.04%	32.95%
enabled	"""Renault Clio lease"""	Renault	Renault Clio	campaign paused	0.89	Phrase	0	0	0.00%	0	0	0	7	0	0	0.00%	0	0	 --	 --	 --
paused	car lease uk	Generic Car Leasing	Car leasing	paused	auto: 0.99	Broad	0	0	0.00%	0	0	0	8	0	0	0.00%	0	0	 --	 --	 --
paused	cheapest car leasing	Generic Vehicle Leasing	Vehicle Leasing	campaign paused	0.89	Broad	0	0	0.00%	0	0	0	10	0	0	0.00%	0	0	 --	 --	 --
enabled	cheap Chrysler Sebring	Chrysler Sebring	Chrysler	campaign paused	0.68	Broad	0	0	0.00%	0	0	0	7	0	0	0.00%	0	0	 --	 --	 --
paused	"""leasing ford focus"""	Ford	Ford Focus (1.6 TDCI)	campaign paused	0.68	Phrase	0	0	0.00%	0	0	0	10	0	0	0.00%	0	0	 --	 --	 --
paused	leasing	Bad Credit Leasing	Bad Credit	paused	0.99	Broad	0	0	0.00%	0	0	0	7	0	0	0.00%	0	0	 --	 --	 --
paused	nationwide contracts	Generic Vehicle Leasing	Vehicle Leasing	campaign paused	1.91	Broad	0	0	0.00%	0	0	0	5	0	0	0.00%	0	0	 --	 --	 --
paused	Car leasing straight away	Bad Credit Leasing	Quick Cars	paused	0.6	Broad	0	0	0.00%	0	0	0	10	0	0	0.00%	0	0	 --	 --	 --
paused	Renault convertible leasing	Renault Megane	Megane CC	campaign paused	0.55	Broad	0	0	0.00%	0	0	0	10	0	0	0.00%	0	0	 --	 --	 --
paused	"""bad credit leasing"""	Bad Credit Leasing	Bad Credit	paused	1.3	Phrase	0	0	0.00%	0	0	0	10	0	0	0.00%	0	0	 --	 --	 --
enabled	lease Mitsubishi Shogan	Mitsubishi	Mitsubishi Shogan	campaign paused	0.89	Broad	0	0	0.00%	0	0	0	5	0	0	0.00%	0	0	 --	 --	 --
paused	cheap fiat punto	Fiat Punto	Fiat Punto	paused	0.65	Broad	0	0	0.00%	0	0	0	9	0	0	0.00%	0	0	 --	 --	 --
enabled	Alfa Romeo Mito 1.4 lease	Alfa Romeo	Alfa Romeo Mito	campaign paused	0.45	Broad	0	0	0.00%	0	0	0	9	0	0	0.00%	0	0	 --	 --	 --
paused	cheap Subaru Impreza	Subaru Impreza	Subaru Impreza	campaign paused	0.69	Broad	0	0	0.00%	0	0	0	7	0	0	0.00%	0	0	 --	 --	 --
paused	used cars for lease	Generic Car Leasing	Used Car Leasing	paused	auto: 0.22	Broad	1	19	5.26%	0.41	0.41	2.9	9	0	0	0.00%	0	0	< 10%	14.29%	15.21%
enabled	"""Megane leasing"""	Renault	Renault Megane	campaign paused	1	Phrase	0	0	0.00%	0	0	0	6	0	0	0.00%	0	0	 --	 --	 --
enabled	second hand car leasing	Generic Car Leasing	Used Car Leasing	eligible	auto: 0.22	Broad	128	1138	11.25%	0.24	30.93	4	10	2	15.46	1.56%	0	1	36.70%	56.47%	38.57%
enabled	"""focus ford lease"""	Ford	Ford Focus (1.6 TDCI)	campaign paused	0.99	Phrase	0	0	0.00%	0	0	0	5	0	0	0.00%	0	0	 --	 --	 --
enabled	leasing Chrysler	Chrysler Sebring	Chrysler	campaign paused	0.68	Broad	0	0	0.00%	0	0	0	7	0	0	0.00%	0	0	 --	 --	 --
enabled	elite vehicle leasing	Generic Vehicle Leasing	Vehicle Leasing	campaign paused	0.89	Broad	0	0	0.00%	0	0	0	6	0	0	0.00%	0	0	 --	 --	 --
paused	renault 7 seats	Renault Grand Scenic	Renault Grand Scenic	campaign paused	0.56	Broad	0	0	0.00%	0	0	0	3	0	0	0.00%	0	0	 --	 --	 --
