Match Type	Search term	Added/Excluded	Campaign	Ad group	Keyword	Clicks	Impressions	CTR	Avg. CPC	Cost	Avg. position	Converted clicks	Cost / converted click	Click conversion rate
phrase (close variant)	smart cars lease uk	None	Hippo Leasing	Hippo Leasing (Generic)	"""car leasing uk"""	1	1	100.00%	0.34	0.34	1	0	0	0.00%
broad	higher purchase cars	None	Generic Car Leasing	Car leasing	car lease purchase	2	3	66.67%	0.79	1.58	2	0	0	0.00%
broad	cheap deal personal lease cars no deposit	None	No Deposit Deals	No Deposit Deals	lease a car no deposit	1	1	100.00%	0.6	0.6	1	0	0	0.00%
broad	academy car leasing	None	Bad Credit Leasing	Quick Cars	car leasing quick	2	2	100.00%	0.69	1.38	1.5	0	0	0.00%
broad	cheapest personal car lease deals	None	Generic Car Leasing	Used Car Leasing	used car leasing	1	2	50.00%	0.21	0.21	3.5	0	0	0.00%
broad	seconf hand car lease	None	Generic Car Leasing	Car leasing	car lease financing	1	1	100.00%	0.7	0.7	1	0	0	0.00%
broad	taxi cars for lease	None	Generic Car Leasing	Used Car Leasing	used car for lease	1	1	100.00%	0.24	0.24	2	0	0	0.00%
broad	ally bank auto lease	None	Generic Car Leasing	Car leasing	car lease financing	1	1	100.00%	0.62	0.62	1	0	0	0.00%
broad	lease hire cars	None	Generic Car Leasing	Used Car Leasing	used car lease hire	3	151	1.99%	0.21	0.62	5.9	0	0	0.00%
broad	lease hire cars	None	Generic Car Leasing	Used Car Leasing	used car lease deals	1	2	50.00%	0.17	0.17	2	0	0	0.00%
broad (session-based)	car leasing bear benfleet	None	Bad Credit Leasing	Bad Credit	bad credit car leasing	1	1	100.00%	1.07	1.07	2	0	0	0.00%
exact (close variant)	hippo car leaseing	None	Hippo Leasing	Hippo Leasing (Generic)	hippo car leasing	1	1	100.00%	0.14	0.14	1	0	0	0.00%
broad	car leas euk	None	No Deposit Deals	No Deposit Deals	cheap car leasing deals	1	1	100.00%	0.69	0.69	2	0	0	0.00%
broad	car leasing south wales	None	Generic Car Leasing	Used Car Leasing	used car leasing	1	3	33.33%	0.17	0.17	5.7	0	0	0.00%
broad	evoque private lease deals	None	Generic Car Leasing	Used Car Leasing	used car leasing deals	1	1	100.00%	0.2	0.2	5	0	0	0.00%
broad	poor credit lease	None	Bad Credit Leasing	Bad Credit	leasing cars with bad credit	2	2	100.00%	0.93	1.86	2	0	0	0.00%
broad	hippo car	None	Hippo Leasing	Hippo Leasing (Generic)	hippo leasing	1	1	100.00%	0.11	0.11	1	0	0	0.00%
broad	bad debt car leasing	None	Bad Credit Leasing	Bad Credit	bad credit car leasing	2	2	100.00%	0.9	1.8	1.5	0	0	0.00%
broad	hippo leasing reviews	None	Hippo Leasing	Hippo Leasing (Generic)	hippo car lease	3	19	15.79%	0.15	0.44	1	0	0	0.00%
phrase	hippo leasing reviews	None	Hippo Leasing	Hippo Leasing (Generic)	hippo leasing	2	3	66.67%	0.34	0.69	1	1	0.69	50.00%
broad	hipo cars	None	Hippo Leasing	Hippo Leasing (Generic)	hippo lease cars	2	4	50.00%	0.24	0.49	1	0	0	0.00%
broad	car leasing no deposit with maintenance	None	No Deposit Deals	No Deposit Deals	zero deposit car lease	1	1	100.00%	0.58	0.58	2	0	0	0.00%
broad (session-based)	short term leasing	None	Bad Credit Leasing	Bad Credit	bad credit car leasing	1	1	100.00%	1.06	1.06	3	0	0	0.00%
broad	pick up truck lease poor credit history	None	Bad Credit Leasing	Bad Credit	lease car bad credit	1	1	100.00%	0.87	0.87	5	0	0	0.00%
exact (close variant)	zero deposit keasing	None	No Deposit Deals	No Deposit Deals	"""zero deposit leasing"""	1	1	100.00%	0.75	0.75	1	0	0	0.00%
phrase	mercedes a class no deposit leasing deals	None	No Deposit Deals	No Deposit Deals	"""no deposit leasing"""	1	1	100.00%	0.7	0.7	3	0	0	0.00%
broad	easy car leasing	None	Bad Credit Leasing	Quick Cars	quick car lease	12	99	12.12%	0.57	6.89	2.4	1	6.89	8.33%
broad	no deposit car leasing lancashire	None	No Deposit Deals	No Deposit Deals	lease a car no deposit	1	1	100.00%	0.6	0.6	3	0	0	0.00%
broad	car leasing zero deposit	None	Hippo Leasing	Hippo Leasing (Generic)	hippo leasing no deposit	1	5	20.00%	0.37	0.37	4.6	0	0	0.00%
broad	body shop car leasing no deposit	None	No Deposit Deals	No Deposit Deals	lease a car no deposit	1	1	100.00%	0.59	0.59	2	0	0	0.00%
broad	hippo vehicles	None	Hippo Leasing	Hippo Leasing (Generic)	hippo vehicle leasing	2	2	100.00%	0.21	0.42	1	0	0	0.00%
broad	car lease deals no deposit	None	No Deposit Deals	No Deposit Deals	cheapest car lease deals no deposit	7	15	46.67%	1.02	7.14	1.1	1	7.14	14.29%
broad	car leasing vehicles in stock	None	Bad Credit Leasing	Quick Cars	car lease in stock	1	1	100.00%	0.35	0.35	1	0	0	0.00%
broad	nhs car lease	None	Generic Car Leasing	Used Car Leasing	used car lease deals	1	1	100.00%	0.2	0.2	2	0	0	0.00%
broad	peugeot car lease uk	None	Peugeot	Peugeot 107	no deposit Peugeot lease	1	1	100.00%	1.18	1.18	1	0	0	0.00%
broad (session-based)	hire purchase cars camborne	None	Bad Credit Leasing	Bad Credit	bad credit car leasing	1	1	100.00%	1.08	1.08	3	0	0	0.00%
broad (session-based)	msg car leasing reviews	None	Bad Credit Leasing	Bad Credit	bad credit car leasing	1	1	100.00%	1.06	1.06	2	0	0	0.00%
broad	car finance personal lease	None	Bad Credit Leasing	Bad Credit	lease car bad credit	1	1	100.00%	1.28	1.28	2	0	0	0.00%
phrase (close variant)	who is the best personal car leasing company	None	Generic Car Leasing	Car leasing	"""car leasing companies"""	1	1	100.00%	0.99	0.99	2	0	0	0.00%
broad	lease cars with insurance	None	Generic Car Leasing	Used Car Leasing	used car leasing special offers	1	1	100.00%	0.23	0.23	5	1	0.23	100.00%
broad	lease to buy cars no deposit	None	No Deposit Deals	No Deposit Deals	lease a car no deposit	2	3	66.67%	0.6	1.21	2	1	1.21	50.00%
phrase (close variant)	cheapest car lease deals personal	None	No Deposit Deals	No Deposit Deals	"""cheap car leasing deals"""	2	3	66.67%	0.99	1.98	1.7	0	0	0.00%
broad (session-based)	used cars under 100 per month	None	Generic Car Leasing	Used Car Leasing	can you lease a used car	1	1	100.00%	0.28	0.28	3	0	0	0.00%
broad	car lease 0 deposiy	None	No Deposit Deals	No Deposit Deals	lease a car no deposit	1	1	100.00%	0.51	0.51	2	0	0	0.00%
broad (session-based)	no down payment lease options	None	Bad Credit Leasing	Bad Credit	lease car bad credit	1	1	100.00%	0.87	0.87	2	1	0.87	100.00%
phrase (close variant)	who is the most reputable car leasing company	None	Generic Car Leasing	Car leasing	"""car leasing companies"""	1	2	50.00%	0.99	0.99	1.5	0	0	0.00%
phrase (close variant)	sole trader car leasing	None	Generic Car Leasing	Car leasing	"""car lease"""	1	1	100.00%	0.58	0.58	3	0	0	0.00%
exact	leasing seat	Added	Seat	Seat Ibiza	"""leasing seat"""	1	1	100.00%	9.95	9.95	1	0	0	0.00%
phrase (close variant)	centralukcarleasing	None	Generic Car Leasing	Car leasing	"""uk car leasing"""	1	2	50.00%	0.76	0.76	1.5	0	0	0.00%
broad	no deposit car lease	None	Hippo Leasing	Hippo Leasing (Generic)	hippo car lease	12	83	14.46%	0.84	10.06	2.1	0	0	0.00%
broad	cost of car leasing calculator	None	Generic Car Leasing	Car leasing	car lease financing	2	5	40.00%	0.79	1.58	1.6	0	0	0.00%
broad	lease vehicle bad credit	None	Bad Credit Leasing	Bad Credit	lease car bad credit	1	1	100.00%	1.05	1.05	2	0	0	0.00%
broad	smart car lease no deposit	None	No Deposit Deals	No Deposit Deals	cheap car lease deals no deposit	1	1	100.00%	0.59	0.59	1	0	0	0.00%
broad (session-based)	new vauxhall corsa	None	Vauxhall Corsa	Corsa No deposit	lease corsa no deposit	1	1	100.00%	0.29	0.29	6	0	0	0.00%
broad	vauxhall insignia 1.4	None	Vauxhall	Vauxhall Insignia Both	vauxhall insignia deals	1	6	16.67%	0.87	0.87	3.7	0	0	0.00%
broad	leasecar	None	Generic Car Leasing	Used Car Leasing	used lease cars	2	17	11.76%	0.2	0.4	3.4	0	0	0.00%
broad (session-based)	how to lease a car	None	Bad Credit Leasing	Bad Credit	lease car bad credit	1	2	50.00%	0.83	0.83	2	0	0	0.00%
broad	second hand car lease calculator	None	Generic Car Leasing	Used Car Leasing	lease a used car	1	1	100.00%	0.21	0.21	3	0	0	0.00%
broad	cheapest bad credit leasing deals	None	Bad Credit Leasing	Bad Credit	lease cars bad credit	1	1	100.00%	1.39	1.39	1	0	0	0.00%
broad (session-based)	any car online leasing reviews	None	Bad Credit Leasing	Bad Credit	lease cars bad credit	1	1	100.00%	1.15	1.15	1	1	1.15	100.00%
phrase	citroen ds3 personal lease no deposit	None	No Deposit Deals	No Deposit Deals	"""lease no deposit"""	4	9	44.44%	0.56	2.24	1.7	0	0	0.00%
broad	car leasing through work	None	Generic Car Leasing	Used Car Leasing	used car lease deals	1	1	100.00%	0.29	0.29	6	0	0	0.00%
broad	no deposit car leasing west midlands	None	No Deposit Deals	No Deposit Deals	lease a car no deposit	1	2	50.00%	0.51	0.51	7.5	0	0	0.00%
broad (session-based)	cheap vehicle leasing no deposit	None	Vauxhall Corsa	Corsa No deposit	lease corsa no deposit	1	1	100.00%	0.99	0.99	2	0	0	0.00%
broad	vauxhall corsa lease no deposit poor credit	None	Vauxhall Corsa	Corsa No deposit	lease corsa no deposit	1	1	100.00%	0.75	0.75	5	0	0	0.00%
broad	cheap car leasing uk	None	Generic Car Leasing	Used Car Leasing	used car lease deals	5	39	12.82%	0.5	2.49	4.9	0	0	0.00%
broad	do you need a good credit rating to lease a car	None	Bad Credit Leasing	Bad Credit	lease car bad credit	1	5	20.00%	0.72	0.72	4	1	0.72	100.00%
broad	car lease security deposit	None	No Deposit Deals	No Deposit Deals	zero deposit car lease	1	1	100.00%	0.81	0.81	1	0	0	0.00%
broad (session-based)	car lease deals	None	Generic Car Leasing	Car leasing	car lease financing	1	1	100.00%	0.71	0.71	3	0	0	0.00%
broad	car lease deals	None	Generic Car Leasing	Car leasing	company car lease	5	30	16.67%	0.7	3.52	3.3	0	0	0.00%
phrase	astra lease financing	None	Vauxhall Astra	Vauxhall Astra (Diesel)	"""astra lease"""	1	1	100.00%	0.78	0.78	2	0	0	0.00%
broad	insignia colours	None	Vauxhall	Vauxhall Insignia Both	vauxhall insignia deals	1	13	7.69%	0.78	0.78	2	0	0	0.00%
broad	car leasing made simple bad credit	None	Bad Credit Leasing	Bad Credit	bad credit car leasing	2	4	50.00%	1.11	2.22	2	0	0	0.00%
exact	peugeot 107 leasing	Added	Peugeot	Peugeot 107	"""peugeot 107 leasing"""	1	2	50.00%	0.79	0.79	1	0	0	0.00%
broad	lease hire cars no deposit	None	Hippo Leasing	Hippo Leasing (Generic)	hippo car lease	1	1	100.00%	0.66	0.66	2	0	0	0.00%
broad	lease cars for people with bad credit	None	Bad Credit Leasing	Bad Credit	lease car bad credit	1	1	100.00%	1.17	1.17	1	1	1.17	100.00%
phrase (close variant)	limited edition corsa lease	None	Vauxhall Corsa	Vauxhall Corsa (1.4 SXI)	"""corsa leasing"""	2	6	33.33%	0.73	1.46	2.8	0	0	0.00%
broad	hippo car website	None	Hippo Leasing	Hippo Leasing (Generic)	hippo vehicle leasing	1	1	100.00%	0.14	0.14	1	0	0	0.00%
broad	car rental no deposit manchester	None	No Deposit Deals	No Deposit Deals	lease car no deposit	1	1	100.00%	0.75	0.75	1	0	0	0.00%
broad (session-based)	nissan juke leasing	None	Bad Credit Leasing	Bad Credit	bad credit car leasing	1	1	100.00%	0.96	0.96	3	0	0	0.00%
broad	car leasing with adverse credit	None	Bad Credit Leasing	Bad Credit	leasing cars with bad credit	1	3	33.33%	0.9	0.9	4	0	0	0.00%
broad (session-based)	car dundee	None	Bad Credit Leasing	Bad Credit	lease cars bad credit	1	1	100.00%	1.27	1.27	4	0	0	0.00%
phrase (close variant)	cheapest uk car lease deals	None	Generic Car Leasing	Car leasing	"""uk car leasing"""	1	2	50.00%	0.77	0.77	1	0	0	0.00%
broad (session-based)	car lease 2012 plate polo	None	Bad Credit Leasing	Bad Credit	lease cars bad credit	1	1	100.00%	1.08	1.08	1	0	0	0.00%
broad (session-based)	nissan qashqai 2 personal lease deals	None	No Deposit Deals	No Deposit Deals	lease a car no deposit	1	1	100.00%	0.54	0.54	1	0	0	0.00%
broad	vw tiguan personal leasing deals with no initial payment	None	No Deposit Deals	No Deposit Deals	Leasing no deposit	1	1	100.00%	0.96	0.96	1	0	0	0.00%
broad	car leasing in ipswich bad credit	None	Bad Credit Leasing	Bad Credit	bad credit car leasing	1	3	33.33%	1.19	1.19	4.7	1	1.19	100.00%
broad	used audi q5 lease	None	Generic Car Leasing	Used Car Leasing	used car lease deals	1	3	33.33%	0.21	0.21	4.7	0	0	0.00%
broad	used audi q5 lease	None	Generic Car Leasing	Used Car Leasing	used car lease hire	1	4	25.00%	0.21	0.21	2.8	0	0	0.00%
broad	personal bad credit leasing	None	Bad Credit Leasing	Bad Credit	bad credit car leasing	1	1	100.00%	1.12	1.12	2	0	0	0.00%
broad	sports car leasing	None	Bad Credit Leasing	Quick Cars	Quick delivery car leasing	3	43	6.98%	0.59	1.76	4.3	0	0	0.00%
broad	lease a car without deposit	None	No Deposit Deals	No Deposit Deals	lease a car no deposit	1	2	50.00%	0.56	0.56	1	0	0	0.00%
broad	personal contract hire used cars	None	Generic Car Leasing	Used Car Leasing	used car lease deals	2	15	13.33%	0.24	0.48	4.1	0	0	0.00%
broad	poor credit leasing a car	None	Bad Credit Leasing	Bad Credit	lease cars bad credit	2	10	20.00%	1.2	2.4	3.7	0	0	0.00%
exact (close variant)	hoippo leas	None	Hippo Leasing	Hippo Leasing (Generic)	hippo lease	1	1	100.00%	0.14	0.14	1	0	0	0.00%
phrase	vauxhal astra lease deals uk	None	Vauxhall Astra	Vauxhall Astra (Diesel)	"""astra lease deals"""	1	1	100.00%	0.52	0.52	2	0	0	0.00%
broad	car hire purchase	None	Generic Car Leasing	Car leasing	car lease purchase	4	31	12.90%	0.76	3.02	3.5	0	0	0.00%
broad	nissan qashqai personal contract hire	None	Personal Leasing Quotes	Quick Leasing Quote (Generic)	car leasing deals personal	1	1	100.00%	0.98	0.98	3	0	0	0.00%
phrase	cheap car leasing with no deposit	None	No Deposit Deals	No Deposit Deals	"""car leasing with no deposit"""	6	31	19.35%	0.75	4.5	1.6	0	0	0.00%
broad	lease car plan	None	Generic Car Leasing	Car leasing	car lease financing	1	1	100.00%	0.76	0.76	2	0	0	0.00%
broad	lease car with poor credit	None	Bad Credit Leasing	Bad Credit	lease cars bad credit	1	4	25.00%	1.17	1.17	3	0	0	0.00%
broad	credit car hire leasing	None	Bad Credit Leasing	Bad Credit	lease car bad credit	1	1	100.00%	0.88	0.88	4	0	0	0.00%
broad	gauranteed car lease	None	Bad Credit Leasing	Bad Credit	lease cars bad credit	0	1	0.00%	0	0	3	0	0	0.00%
broad	leasing a car with bad credit uk	None	Bad Credit Leasing	Bad Credit	lease cars bad credit	1	3	33.33%	1.35	1.35	2.3	0	0	0.00%
broad (session-based)	car lease east london	None	Bad Credit Leasing	Quick Cars	quick car lease	1	1	100.00%	0.88	0.88	1	1	0.88	100.00%
broad	car leasing with no deposit	None	Hippo Leasing	Hippo Leasing (Generic)	hippo leasing no deposit	3	14	21.43%	0.66	1.97	2	0	0	0.00%
broad (session-based)	lease deals	None	No Deposit Deals	No Deposit Deals	Leasing no deposit	1	1	100.00%	0.99	0.99	1	0	0	0.00%
broad	lease a car with no credit check	None	Bad Credit Leasing	Bad Credit	lease cars bad credit	1	4	25.00%	1.24	1.24	4	0	0	0.00%
broad	lease vans with bad credit	None	Bad Credit Leasing	Bad Credit	lease car bad credit	1	25	4.00%	0.96	0.96	3.8	0	0	0.00%
broad	lease vans with bad credit	None	Bad Credit Leasing	Bad Credit	bad credit car leasing	0	3	0.00%	0	0	4.3	0	0	0.00%
broad	cheap 640d coioe lease	None	Generic Car Leasing	Used Car Leasing	used lease cars	1	1	100.00%	0.25	0.25	1	0	0	0.00%
broad	car leasing deals low deposit	None	No Deposit Deals	No Deposit Deals	lease a car no deposit	0	1	0.00%	0	0	2	0	0	0.00%
broad	hippo no deposit leasing	None	Hippo Leasing	Hippo Leasing (Generic)	hippo lease	1	1	100.00%	0.22	0.22	1	0	0	0.00%
phrase	http www hippoleasing co uk subprime cars vauxhall insignia hatchback insignia hatchback 18i 16v exclusiv 5dr 270	None	Hippo Leasing	Hippo Leasing (Generic)	hippoleasing	1	1	100.00%	0.57	0.57	2	0	0	0.00%
phrase	audi a3 personal lease no deposit	None	No Deposit Deals	No Deposit Deals	"""lease no deposit"""	1	1	100.00%	0.92	0.92	2	0	0	0.00%
broad	car leasing with no credit check	None	Bad Credit Leasing	Bad Credit	leasing cars with bad credit	1	8	12.50%	0.87	0.87	4.6	0	0	0.00%
broad	hire purchase cars bad credit	None	Bad Credit Leasing	Bad Credit	lease cars bad credit	3	34	8.82%	1.21	3.64	4.9	0	0	0.00%
broad	car leasing short term	None	Generic Car Leasing	Used Car Leasing	used car leasing	1	2	50.00%	0.2	0.2	2.5	0	0	0.00%
broad	leasing a car do you need good credit	None	Bad Credit Leasing	Bad Credit	bad credit car leasing	1	1	100.00%	1.02	1.02	1	0	0	0.00%
broad	no deposit interest free cars	None	No Deposit Deals	No Deposit Deals	no deposit cars	5	6	83.33%	0.96	4.78	1.8	0	0	0.00%
broad (session-based)	lease plan cars	None	Bad Credit Leasing	Bad Credit	lease cars bad credit	2	1	200.00%	0.96	1.92	1	0	0	0.00%
broad (session-based)	automatic cars 0 finance	None	Generic Car Leasing	Car leasing	car lease financing	1	1	100.00%	0.47	0.47	2	0	0	0.00%
broad	hippo notor group	None	Hippo Leasing	Hippo Leasing (Generic)	hippo vehicle leasing	1	1	100.00%	0.18	0.18	1	0	0	0.00%
broad	barclays and hippo leasing	None	Hippo Leasing	Hippo Leasing (Generic)	hippo car leasing	1	1	100.00%	0.07	0.07	1	0	0	0.00%
broad	long term car lease no credit checks	None	Bad Credit Leasing	Bad Credit	bad credit car leasing	1	1	100.00%	0.95	0.95	2	1	0.95	100.00%
broad	lease a3 diesel sportback 2.0 tdi se technik 5dr no deposit	None	No Deposit Deals	No Deposit Deals	no deposit lease	1	1	100.00%	0.76	0.76	2	0	0	0.00%
broad	private vehicle lease	None	Generic Car Leasing	Car leasing	car lease financing	2	3	66.67%	0.74	1.47	2	0	0	0.00%
broad	no deposit automatic car leasing	None	No Deposit Deals	No Deposit Deals	Leasing no deposit	1	1	100.00%	0.49	0.49	1	0	0	0.00%
broad	car lease without credit checks	None	Bad Credit Leasing	Bad Credit	leasing cars with bad credit	1	2	50.00%	1.11	1.11	2	0	0	0.00%
broad	car leasing hampshire	None	Bad Credit Leasing	Quick Cars	Quick delivery car leasing	1	2	50.00%	1.06	1.06	1.5	0	0	0.00%
phrase (close variant)	vauxhall astra lease desls	None	Vauxhall Astra	Vauxhall Astra (Diesel)	"""astra lease deals"""	1	1	100.00%	0.67	0.67	2	0	0	0.00%
phrase (close variant)	car leasing fiat punto	None	Fiat Punto	Fiat Punto	"""lease fiat punto"""	2	4	50.00%	0.56	1.12	2.3	0	0	0.00%
broad	car finance bad credit	None	Bad Credit Leasing	Bad Credit	lease car bad credit	29	1339	2.17%	1.11	32.24	8.5	1	32.24	3.45%
broad	bad credit car loans uk	None	Bad Credit Leasing	Bad Credit	bad credit car leasing	1	2	50.00%	0.87	0.87	7.5	0	0	0.00%
broad	2nd hand lease cars	None	Generic Car Leasing	Used Car Leasing	used car leasing	2	3	66.67%	0.2	0.4	1.3	0	0	0.00%
broad (session-based)	6 seater cars	None	Generic Car Leasing	Used Car Leasing	used car lease	1	1	100.00%	0.21	0.21	1	0	0	0.00%
broad	contract cars	None	Personal Leasing Quotes	Quick Leasing Quote (Generic)	car leasing deals personal	2	9	22.22%	0.66	1.33	1.6	0	0	0.00%
phrase	personal lease car no deposit	None	No Deposit Deals	No Deposit Deals	"""lease car no deposit"""	12	49	24.49%	0.81	9.67	1.9	0	0	0.00%
phrase	cheap mercedes car lease	None	Generic Car Leasing	Car leasing	"""car lease"""	1	1	100.00%	0.57	0.57	3	0	0	0.00%
broad	monthly cost of new vauxhall insignia	None	Vauxhall	Vauxhall Insignia Both	vauxhall insignia deals	1	1	100.00%	0.86	0.86	3	0	0	0.00%
broad	ex demo lease cars	None	Generic Car Leasing	Used Car Leasing	ex demo car leasing	1	6	16.67%	0.21	0.21	3.2	0	0	0.00%
broad	nissan qashqai personal lease	None	Personal Leasing Quotes	Quick Leasing Quote (Generic)	car leasing deals personal	1	1	100.00%	0.81	0.81	4	0	0	0.00%
broad	old lease new lease	None	Generic Car Leasing	Used Car Leasing	leasing a used car	1	2	50.00%	0.21	0.21	1	0	0	0.00%
broad	used toyota yaris lease hire	None	Generic Car Leasing	Used Car Leasing	used car leasing deals	1	1	100.00%	0.21	0.21	6	0	0	0.00%
phrase (close variant)	seat leon lease deal	None	Seat	Seat Leon	"""seat leon leasing"""	0	1	0.00%	0	0	1	0	0	0.00%
broad	cheap finance cars no deposit	None	No Deposit Deals	No Deposit Deals	no deposit cars	2	2	100.00%	0.7	1.41	1.5	0	0	0.00%
broad	hippileasing	None	Hippo Leasing	Hippo Leasing (Generic)	hippo leasing no deposit	1	1	100.00%	0.09	0.09	1	0	0	0.00%
phrase (close variant)	actual cost leasing fiat punto	None	Fiat Punto	Fiat Punto	"""lease fiat punto"""	1	1	100.00%	0.55	0.55	1	0	0	0.00%
broad	second hand contract hire	None	Generic Car Leasing	Used Car Leasing	used car lease hire	1	1	100.00%	0.2	0.2	1	0	0	0.00%
broad	car finance low deposit	None	No Deposit Deals	No Deposit Deals	no deposit cars	1	1	100.00%	0.74	0.74	3	0	0	0.00%
broad (session-based)	car lease faq	None	Bad Credit Leasing	Bad Credit	leasing cars with bad credit	1	1	100.00%	0.85	0.85	2	0	0	0.00%
broad	car leasing personal	None	Generic Car Leasing	Used Car Leasing	used car leasing	1	4	25.00%	0.71	0.71	4.3	0	0	0.00%
